date,name,origin,price,specification
2003-01-23,提子,云南/四川/新疆,15,胶框
2003-01-23,哈密瓜,海南,5,纸箱
2003-01-23,进口椰青,泰国,5.42,纸箱
2003-01-23,进口泰柚,泰国,11.84,纸箱
2003-01-23,进口山竹,泰国/印尼,36.25,特级
2003-01-23,进口菠萝,菲律宾,8.5,纸箱
2003-01-23,进口菠萝蜜,泰国,6,纸箱
2003-01-23,进口火龙果,越南,8.5,纸箱
2003-01-23,进口榴莲,越南/泰国,38.53,纸箱
2003-01-23,进口龙眼,泰国,13.5,特级
2003-01-23,进口椰子,泰国,7,纸箱
2005-01-23,山楂,山东/山西,13,纸箱
2005-01-23,苹果,陕西,9.44,胶箱
2005-01-23,梨,山西,6.47,纸箱
2005-01-23,香梨,新疆,15,纸箱
2005-01-23,香蕉,广东,4.8,纸箱
2005-01-23,柠檬,四川/广东,9,纸箱
2005-01-23,橙,云南/广西/江西/湖南/四川,5.33,胶箱
2005-01-23,提子,云南/四川/新疆,16.25,胶框
2005-01-23,哈密瓜,海南,5.71,纸箱
2005-01-23,进口菠萝蜜,泰国,7.5,纸箱
2005-01-23,进口山竹,泰国/印尼,36.25,特级
2005-01-23,进口菠萝,菲律宾,8.5,纸箱
2005-01-23,进口椰青,泰国,5.21,纸箱
2005-01-23,进口火龙果,越南,9,纸箱
2005-01-23,进口榴莲,越南/泰国,41.18,纸箱
2005-01-23,进口龙眼,泰国,16,特级
2005-01-23,进口椰子,泰国,7,纸箱
2005-01-23,进口苹果,新西兰/日本,16.58,纸箱
2005-01-23,进口橙,美国,20.29,纸箱
2005-01-23,进口牛油果,秘鲁,18,纸箱
2005-01-23,进口提子,秘鲁,17.89,胶箱
2005-01-23,进口车厘子,智利,62,纸箱
2005-01-23,进口桃,智利,17.22,纸箱
2005-01-23,进口蓝莓,秘鲁,45,纸箱
2004-01-23,木瓜,海南,5.71,泡沫箱
2004-01-23,青枣,福建,7.67,胶箱
2004-01-23,百香果,云南/广西,15,泡沫箱
2004-01-23,火龙果,广东/广西,4.53,胶框
2004-01-23,草莓,云南/辽宁/广东/安徽,33.33,胶箱
2004-01-23,圣女果,广西/山东,7.6,筐
2004-01-23,杨桃,广东,3,胶框
2004-01-23,芒果,海南,6.7,筐
2004-01-23,番石榴,广东,2.5,纸箱
2004-01-23,桔,广西,4.33,胶框
2004-01-23,柑,广西,5.2,胶框
2004-01-23,柚,广东,6.85,纸箱
2004-01-23,山楂,山东/山西,13.25,纸箱
2004-01-23,菠萝蜜,海南,6.5,个
2004-01-23,菠萝,广东,4,胶框
2004-01-23,西瓜,云南/海南/广东,3.57,纸箱
2004-01-23,进口牛油果,秘鲁,17,纸箱
2004-01-23,进口提子,秘鲁,17.37,胶箱
2004-01-23,进口车厘子,智利,64,纸箱
2004-01-23,进口桃,智利,15,纸箱
2004-01-23,进口蓝莓,秘鲁,42.5,纸箱
2003-01-23,木瓜,海南,5.89,泡沫箱
2003-01-23,青枣,福建,7.33,胶箱
2003-01-23,百香果,云南/广西,15.5,泡沫箱
2003-01-23,火龙果,广东/广西,4.33,胶框
2003-01-23,草莓,云南/辽宁/广东/安徽,35,胶箱
2003-01-23,圣女果,广西/山东,7.8,筐
2003-01-23,杨桃,广东,3.25,胶框
2003-01-23,芒果,海南,7,筐
2003-01-23,番石榴,广东,2.75,纸箱
2003-01-23,桔,广西,4.67,胶框
2003-01-23,柑,广西,4.9,胶框
2003-01-23,柚,广东,6.73,纸箱
2003-01-23,山楂,山东/山西,12.5,纸箱
2003-01-23,布冧,陕西,7.86,纸箱
2003-01-23,菠萝,广东,3.71,胶框
2004-01-23,奇异果,陕西,11,纸箱
2004-01-23,布冧,陕西,7.43,纸箱
2004-01-23,苹果,陕西,9.5,胶箱
2004-01-23,梨,山西,6.89,纸箱
2004-01-23,香梨,新疆,15,纸箱
2004-01-23,香蕉,广东,4.55,纸箱
2004-01-23,柠檬,四川/广东,8.5,纸箱
2004-01-23,橙,云南/广西/江西/湖南/四川,5.36,胶箱
2004-01-23,提子,云南/四川/新疆,15.83,胶框
2004-01-23,哈密瓜,海南,5.39,纸箱
2004-01-23,进口菠萝蜜,泰国,7,纸箱
2004-01-23,进口山竹,泰国/印尼,37.5,特级
2004-01-23,进口菠萝,菲律宾,9.5,纸箱
2004-01-23,进口椰青,泰国,5,纸箱
2004-01-23,进口火龙果,越南,9,纸箱
2004-01-23,进口榴莲,越南/泰国,40,纸箱
2004-01-23,进口龙眼,泰国,15.5,特级
2004-01-23,进口椰子,泰国,7,纸箱
2004-01-23,进口苹果,新西兰/日本,16.32,纸箱
2004-01-23,进口橙,美国,20.29,纸箱
2006-01-23,进口车厘子,智利,64,纸箱
2006-01-23,进口桃,智利,18.89,纸箱
2006-01-23,进口蓝莓,秘鲁,47.5,纸箱
2005-01-23,木瓜,海南,6.07,泡沫箱
2005-01-23,青枣,福建,7.33,胶箱
2005-01-23,百香果,云南/广西,15.75,泡沫箱
2005-01-23,火龙果,广东/广西,4.47,胶框
2005-01-23,草莓,云南/辽宁/广东/安徽,31.67,胶箱
2005-01-23,圣女果,广西/山东,8,筐
2005-01-23,杨桃,广东,3.15,胶框
2005-01-23,芒果,海南,6.2,筐
2005-01-23,番石榴,广东,2.25,纸箱
2005-01-23,桔,广西,4,胶框
2005-01-23,柑,广西,5.4,胶框
2005-01-23,柚,广东,7.15,纸箱
2005-01-23,布冧,陕西,7.14,纸箱
2005-01-23,菠萝蜜,海南,7.25,个
2005-01-23,菠萝,广东,4.09,胶框
2005-01-23,西瓜,云南/海南/广东,4.29,纸箱
2005-01-23,奇异果,陕西,10,纸箱
2007-01-23,进口车厘子,智利,66,纸箱
2007-01-23,进口桃,智利,20,纸箱
2007-01-23,进口蓝莓,秘鲁,47.5,纸箱
2006-01-23,木瓜,海南,5.36,泡沫箱
2006-01-23,青枣,福建,8,胶箱
2006-01-23,百香果,云南/广西,16.5,泡沫箱
2006-01-23,火龙果,广东/广西,4.67,胶框
2006-01-23,草莓,云南/辽宁/广东/安徽,31.67,胶箱
2006-01-23,圣女果,广西/山东,9,筐
2006-01-23,杨桃,广东,3.5,胶框
2006-01-23,芒果,海南,7,筐
2006-01-23,番石榴,广东,2.75,纸箱
2006-01-23,桔,广西,4.33,胶框
2006-01-23,柑,广西,5.2,胶框
2006-01-23,柚,广东,7.23,纸箱
2006-01-23,布冧,陕西,7.14,纸箱
2006-01-23,菠萝蜜,海南,7.25,个
2006-01-23,菠萝,广东,4.06,胶框
2006-01-23,西瓜,云南/海南/广东,5,纸箱
2006-01-23,奇异果,陕西,11,纸箱
2006-01-23,山楂,山东/山西,12.75,纸箱
2006-01-23,苹果,陕西/新疆,9.17,胶箱
2006-01-23,梨,山西,6.16,纸箱
2006-01-23,香梨,新疆,14.58,纸箱
2006-01-23,香蕉,广东,4.9,纸箱
2006-01-23,柠檬,四川/广东,8.5,纸箱
2006-01-23,橙,云南/广西/江西/湖南/四川,5.56,胶箱
2006-01-23,提子,云南/四川/新疆,16.25,胶框
2006-01-23,哈密瓜,海南,6.07,纸箱
2006-01-23,进口菠萝蜜,泰国,8,纸箱
2006-01-23,进口菠萝,菲律宾,9,纸箱
2006-01-23,进口椰青,泰国,5,纸箱
2006-01-23,进口火龙果,越南,9,纸箱
2006-01-23,进口榴莲,越南/泰国,42.35,纸箱
2006-01-23,进口龙眼,泰国,17.5,特级
2006-01-23,进口椰子,泰国,7,纸箱
2006-01-23,进口牛油果,秘鲁,18,纸箱
2006-01-23,进口苹果,新西兰/日本,16.84,纸箱
2006-01-23,进口橙,美国,20.59,纸箱
2006-01-23,进口提子,秘鲁,18.42,胶箱
2008-01-23,山楂,山东/山西,11.25,纸箱
2008-01-23,苹果,陕西/新疆,9.44,胶箱
2008-01-23,梨,山西,6.32,纸箱
2008-01-23,香梨,新疆,14.17,纸箱
2008-01-23,香蕉,广东,5,纸箱
2008-01-23,柠檬,四川/广东,9,纸箱
2008-01-23,橙,云南/广西/江西/湖南/四川,6.67,胶箱
2008-01-23,提子,云南/四川/新疆,15.83,胶框
2008-01-23,哈密瓜,海南,6.25,纸箱
2008-01-23,进口菠萝蜜,泰国,8,纸箱
2008-01-23,进口菠萝,菲律宾,9.25,纸箱
2008-01-23,进口椰青,泰国,5,纸箱
2008-01-23,进口火龙果,越南,9.5,纸箱
2008-01-23,进口榴莲,越南/泰国,44.12,纸箱
2008-01-23,进口龙眼,泰国,18.5,特级
2008-01-23,进口椰子,泰国,6.67,纸箱
2008-01-23,进口牛油果,秘鲁,18,纸箱
2008-01-23,进口苹果,新西兰/日本,16.84,纸箱
2008-01-23,进口橙,美国,20.44,纸箱
2008-01-23,进口提子,秘鲁,18.42,胶箱
2007-01-23,山楂,山东/山西,11.25,纸箱
2007-01-23,苹果,陕西/新疆,9.44,胶箱
2007-01-23,梨,山西,6.32,纸箱
2007-01-23,香梨,新疆,14.17,纸箱
2007-01-23,香蕉,广东,5,纸箱
2007-01-23,柠檬,四川/广东,8.5,纸箱
2007-01-23,橙,云南/广西/江西/湖南/四川,6.44,胶箱
2007-01-23,提子,云南/四川/新疆,15.83,胶框
2007-01-23,哈密瓜,海南,6.25,纸箱
2007-01-23,进口菠萝蜜,泰国,8,纸箱
2007-01-23,进口菠萝,菲律宾,9.25,纸箱
2007-01-23,进口椰青,泰国,5,纸箱
2007-01-23,进口火龙果,越南,9.5,纸箱
2007-01-23,进口榴莲,越南/泰国,44.12,纸箱
2007-01-23,进口龙眼,泰国,18.5,特级
2007-01-23,进口椰子,泰国,6.67,纸箱
2007-01-23,进口牛油果,秘鲁,18,纸箱
2007-01-23,进口苹果,新西兰/日本,16.84,纸箱
2007-01-23,进口橙,美国,20.29,纸箱
2007-01-23,进口提子,秘鲁,17.89,胶箱
2009-01-23,山楂,山东/山西,12.5,纸箱
2009-01-23,苹果,陕西,9.67,胶箱
2009-01-23,梨,山西,6.16,纸箱
2009-01-23,香梨,新疆,14.58,纸箱
2009-01-23,香蕉,广东/海南,4.9,纸箱
2009-01-23,柠檬,四川/广东,8.5,纸箱
2009-01-23,橙,云南/广西/江西/湖南/四川,7.11,胶箱
2009-01-23,提子,云南/四川/新疆,16.25,胶框
2009-01-23,哈密瓜,海南,6.43,纸箱
2009-01-23,进口菠萝蜜,泰国,8,纸箱
2009-01-23,进口菠萝,菲律宾,9,纸箱
2009-01-23,进口椰青,泰国,4.79,纸箱
2009-01-23,进口火龙果,越南,9,纸箱
2009-01-23,进口榴莲,越南/泰国,45.29,纸箱
2009-01-23,进口龙眼,泰国,19.5,特级
2009-01-23,进口椰子,泰国,7,纸箱
2009-01-23,进口牛油果,秘鲁,18,纸箱
2009-01-23,进口苹果,新西兰/日本,16.84,纸箱
2009-01-23,进口橙,美国,20.29,纸箱
2009-01-23,进口提子,秘鲁,18.42,胶箱
2009-01-23,进口车厘子,智利,68,纸箱
2009-01-23,进口桃,智利,22.5,纸箱
2009-01-23,进口蓝莓,秘鲁,47.5,纸箱
2008-01-23,龙眼,海南,16,泡沫箱
2008-01-23,椰子,海南,5.33,纸箱
2008-01-23,木瓜,海南,5.46,泡沫箱
2008-01-23,青枣,福建,8.67,胶箱
2008-01-23,百香果,云南/广西,17,泡沫箱
2008-01-23,火龙果,广东/广西,4.83,胶框
2008-01-23,草莓,云南/辽宁/广东/安徽,30.83,胶箱
2008-01-23,圣女果,广西/山东,9,筐
2008-01-23,杨桃,广东,3.75,胶框
2008-01-23,芒果,海南,8.5,筐
2008-01-23,番石榴,广东,3.25,纸箱
2008-01-23,桔,广西,4,胶框
2008-01-23,柑,广西,5,胶框
2008-01-23,柚,广东,7.12,纸箱
2008-01-23,菠萝,广东,4.14,胶框
2008-01-23,西瓜,云南/海南/广东,5.36,纸箱
2008-01-23,奇异果,陕西,12.4,纸箱
2002-01-23,菠萝,广东,3.49,胶框
2002-01-23,西瓜,云南/海南/广东,3.57,纸箱
2002-01-23,奇异果,陕西,12,纸箱
2002-01-23,菠萝蜜,海南,6,个
2002-01-23,苹果,陕西/新疆,9.72,胶箱
2002-01-23,梨,山西,7.37,纸箱
2002-01-23,香梨,新疆,13.33,纸箱
2002-01-23,香蕉,广东,4.6,纸箱
2002-01-23,柠檬,四川,9,纸箱
2002-01-23,橙,云南/广西/江西/湖南/四川,6,胶箱
2002-01-23,提子,云南/四川/新疆,15.83,胶框
2002-01-23,哈密瓜,海南,5.36,纸箱
2002-01-23,进口椰青,泰国,5.42,纸箱
2002-01-23,进口泰柚,泰国,13.25,纸箱
2002-01-23,进口山竹,泰国/印尼,35,特级
2002-01-23,进口菠萝,菲律宾,8.5,纸箱
2002-01-23,进口菠萝蜜,泰国,6,纸箱
2002-01-23,进口火龙果,越南,9,纸箱
2002-01-23,进口榴莲,越南/泰国,38.53,纸箱
2002-01-23,进口龙眼,泰国,12.08,特级
2010-01-23,菠萝,广东,4.29,胶框
2010-01-23,西瓜,云南/海南/广东,5.36,纸箱
2010-01-23,奇异果,陕西,11,纸箱
2010-01-23,山楂,山东/山西,13.13,纸箱
2010-01-23,苹果,陕西/新疆,9.5,胶箱
2010-01-23,香梨,新疆,15,纸箱
2010-01-23,香蕉,广东,4.8,纸箱
2010-01-23,柠檬,四川/广东,9,纸箱
2010-01-23,橙,云南/广西/江西/湖南/四川,7.51,胶箱
2010-01-23,提子,云南/四川/新疆,15,胶框
2010-01-23,哈密瓜,海南,6.5,纸箱
2010-01-23,进口菠萝蜜,泰国,7.25,纸箱
2010-01-23,进口菠萝,菲律宾,9.5,纸箱
2010-01-23,进口椰青,泰国,4.79,纸箱
2010-01-23,进口火龙果,越南,10,纸箱
2010-01-23,进口榴莲,越南/泰国,46.47,纸箱
2010-01-23,进口龙眼,泰国,20.5,特级
2010-01-23,进口椰子,泰国,7.67,纸箱
2010-01-23,进口苹果,法国,16.58,纸箱
2010-01-23,进口橙,美国,21.47,纸箱
2026-12-22,百香果,云南/广西,11,泡沫箱
2026-12-22,火龙果,广东/广西,4.33,胶框
2026-12-22,草莓,云南/辽宁/广东,38.33,胶箱
2026-12-22,圣女果,广西/山东,8,筐
2026-12-22,杨桃,广东,4,胶框
2026-12-22,芒果,海南,10,筐
2026-12-22,番石榴,广东,3.75,纸箱
2026-12-22,桔,广西,5,胶框
2026-12-22,柑,广西,5.2,胶框
2026-12-22,柿子,广西/广东,4,胶框
2026-12-22,柚,广东,6.15,纸箱
2026-12-22,山楂,山东/山西,13.13,纸箱
2026-12-22,柠檬,四川,10,纸箱
2026-12-22,菠萝,广东,3.14,胶框
2026-12-22,西瓜,云南/广东,4.29,纸箱
2026-12-22,奇异果,陕西,12,纸箱
2026-12-22,菠萝蜜,海南,6,个
2026-12-22,苹果,陕西,8.89,胶箱
2026-12-22,梨,山西,5.53,纸箱
2026-12-22,香梨,新疆,12.08,纸箱
2011-01-23,柚,广东,7.69,纸箱
2011-01-23,梨,山西,6.84,纸箱
2011-01-23,菠萝蜜,海南,5.8,个
2011-01-23,菠萝,广东,4.57,胶框
2011-01-23,西瓜,云南/海南/广东,5.07,纸箱
2011-01-23,奇异果,陕西,12,纸箱
2011-01-23,山楂,山东/山西,13.75,纸箱
2011-01-23,苹果,陕西/新疆,9.78,胶箱
2011-01-23,香梨,新疆,15,纸箱
2011-01-23,香蕉,广东,4.8,纸箱
2011-01-23,柠檬,四川/广东,9.25,纸箱
2011-01-23,橙,广西/江西/湖南/四川,7.47,胶箱
2011-01-23,提子,云南/四川/新疆,15,胶框
2011-01-23,哈密瓜,海南,6.07,纸箱
2011-01-23,进口菠萝,菲律宾,9.5,纸箱
2011-01-23,进口菠萝蜜,泰国,6.75,纸箱
2011-01-23,进口火龙果,越南,10.5,纸箱
2011-01-23,进口榴莲,越南/泰国,47.65,纸箱
2011-01-23,进口龙眼,泰国,21.5,特级
2011-01-23,进口椰子,泰国,8.33,纸箱
2012-01-23,进口龙眼,泰国,20.5,特级
2012-01-23,进口椰子,泰国,9,纸箱
2012-01-23,进口苹果,法国,16.32,纸箱
2012-01-23,进口奇异果,希腊,20.5,纸箱
2012-01-23,进口西柚,埃及,9.33,纸箱
2012-01-23,进口橙,美国/埃及,22.06,纸箱
2012-01-23,进口提子,秘鲁,19.47,胶箱
2012-01-23,进口车厘子,智利,67,纸箱
2012-01-23,进口桃,智利,27.78,纸箱
2012-01-23,进口蓝莓,秘鲁,47.5,纸箱
2011-01-23,青枣,福建,7.33,胶箱
2011-01-23,百香果,云南/广西,16.25,泡沫箱
2011-01-23,火龙果,广东/广西,4.67,胶框
2011-01-23,草莓,云南/辽宁/广东/安徽,34,胶箱
2011-01-23,圣女果,广西/山东,11,筐
2011-01-23,杨桃,广东,3.25,胶框
2011-01-23,芒果,海南,8.75,筐
2011-01-23,番石榴,广东,3,纸箱
2011-01-23,桔,广西,5.67,胶框
2011-01-23,柑,广西,5.6,胶框
2008-01-23,进口车厘子,智利,66,纸箱
2008-01-23,进口桃,智利,20.28,纸箱
2008-01-23,进口蓝莓,秘鲁,48.75,纸箱
2007-01-23,龙眼,海南,16,泡沫箱
2007-01-23,椰子,海南,5.13,纸箱
2007-01-23,木瓜,海南,5.57,泡沫箱
2007-01-23,青枣,福建,8.67,胶箱
2007-01-23,百香果,云南/广西,16.75,泡沫箱
2007-01-23,火龙果,广东/广西,4.83,胶框
2007-01-23,草莓,云南/辽宁/广东/安徽,30,胶箱
2007-01-23,圣女果,广西/山东,9,筐
2007-01-23,杨桃,广东,3.6,胶框
2007-01-23,芒果,海南,8.5,筐
2007-01-23,番石榴,广东,3.25,纸箱
2007-01-23,桔,广西,4,胶框
2007-01-23,柑,广西,5,胶框
2007-01-23,柚,广东,7.12,纸箱
2007-01-23,菠萝,广东,4.09,胶框
2007-01-23,西瓜,云南/海南/广东,5.36,纸箱
2007-01-23,奇异果,陕西,12,纸箱
2014-01-23,进口榴莲,越南/泰国,49.71,胶框
2014-01-23,进口龙眼,泰国,21.5,特级
2014-01-23,进口椰子,泰国,9,纸箱
2014-01-23,进口奇异果,希腊,20,纸箱
2014-01-23,进口苹果,法国/美国,16.05,纸箱
2014-01-23,进口橙,美国/埃及,20.59,纸箱
2014-01-23,进口提子,秘鲁,18.95,胶箱
2014-01-23,进口车厘子,智利,63,纸箱
2014-01-23,进口桃,智利,29.44,纸箱
2014-01-23,进口蓝莓,秘鲁,47.5,纸箱
2013-01-23,木瓜,海南,6.07,泡沫箱
2013-01-23,青枣,福建,6.67,胶箱
2013-01-23,百香果,云南/广西,15.5,泡沫箱
2013-01-23,火龙果,广东/广西,5,胶框
2013-01-23,草莓,云南/辽宁/广东/安徽,36.67,胶箱
2013-01-23,圣女果,广西/山东,9,筐
2013-01-23,杨桃,广东,3.75,胶框
2013-01-23,芒果,海南,9,筐
2013-01-23,番石榴,广东,3.5,纸箱
2013-01-23,桔,广西,5.67,胶框
2013-01-23,柑,广西,5.2,胶框
2013-01-23,菠萝蜜,海南,6,个
2013-01-23,香蕉,广东,5,纸箱
2013-01-23,梨,山西,7.84,纸箱
2013-01-23,菠萝,广东,4.51,胶框
2013-01-23,西瓜,云南/海南/广东,4.64,纸箱
2013-01-23,奇异果,陕西,10.5,纸箱
2013-01-23,柚,广东,7.5,纸箱
2013-01-23,苹果,陕西/新疆,10.28,胶箱
2013-01-23,香梨,新疆,16.67,纸箱
2013-01-23,柠檬,四川/广东,10,纸箱
2013-01-23,橙,广西/江西/湖南/四川,8.49,胶箱
2013-01-23,提子,云南/四川/新疆,17.92,胶框
2013-01-23,哈密瓜,海南,5.71,纸箱
2013-01-23,进口菠萝蜜,泰国,7.25,纸箱
2013-01-23,进口泰柚,泰国,13.42,纸箱
2013-01-23,进口山竹,泰国/印尼,40,特级
2013-01-23,进口菠萝,菲律宾,9.5,纸箱
2013-01-23,进口火龙果,越南,10.5,纸箱
2013-01-23,进口榴莲,越南/泰国,49.41,胶框
2010-01-23,进口提子,秘鲁,18.95,胶箱
2010-01-23,进口车厘子,智利,68,纸箱
2010-01-23,进口桃,智利,25,纸箱
2010-01-23,进口蓝莓,秘鲁,47.5,纸箱
2009-01-23,椰子,海南,5.2,纸箱
2009-01-23,木瓜,海南,5.54,泡沫箱
2009-01-23,青枣,福建,8.33,胶箱
2009-01-23,百香果,云南/广西,16.5,泡沫箱
2009-01-23,火龙果,广东/广西,5,胶框
2009-01-23,草莓,云南/辽宁/广东/安徽,33.33,胶箱
2009-01-23,圣女果,广西/山东,10,筐
2009-01-23,杨桃,广东,3.38,胶框
2009-01-23,芒果,海南,8.75,筐
2009-01-23,番石榴,广东,3.38,纸箱
2009-01-23,桔,广西,4.67,胶框
2009-01-23,柑,广西,5.4,胶框
2009-01-23,柚,广东,7.46,纸箱
2009-01-23,菠萝,广东,4.09,胶框
2009-01-23,西瓜,云南/海南/广东,5.71,纸箱
2009-01-23,奇异果,陕西,11.6,纸箱
2014-01-23,桔,广西,5.6,胶框
2014-01-23,柑,广西,5.4,胶框
2014-01-23,梨,山西,7.89,纸箱
2014-01-23,菠萝,广东,4.51,胶框
2014-01-23,菠萝蜜,海南,6.25,个
2014-01-23,香蕉,广东,5,纸箱
2014-01-23,西瓜,云南/海南/广东,4.64,纸箱
2014-01-23,奇异果,陕西,11,纸箱
2014-01-23,柚,广东,7.69,纸箱
2014-01-23,苹果,陕西/新疆,10,胶箱
2014-01-23,香梨,新疆,15.83,纸箱
2014-01-23,柠檬,四川/广东,11,纸箱
2014-01-23,橙,广西/江西/湖南/四川,8.22,胶箱
2014-01-23,提子,云南/四川/新疆,18.33,胶框
2014-01-23,哈密瓜,海南,6.25,纸箱
2014-01-23,进口菠萝蜜,泰国,7.25,纸箱
2014-01-23,进口山竹,泰国/印尼,40,特级
2014-01-23,进口菠萝,菲律宾,9.5,纸箱
2014-01-23,进口泰柚,泰国,13.42,纸箱
2014-01-23,进口火龙果,越南,10.5,纸箱
2015-01-23,进口火龙果,越南,10.5,纸箱
2015-01-23,进口榴莲,越南/泰国,49.71,胶框
2015-01-23,进口龙眼,泰国,21.5,特级
2015-01-23,进口椰子,泰国,9,纸箱
2015-01-23,进口奇异果,希腊,20,纸箱
2015-01-23,进口苹果,法国/美国,16.05,纸箱
2015-01-23,进口橙,美国/埃及,20.59,纸箱
2015-01-23,进口提子,秘鲁,19.47,胶箱
2015-01-23,进口车厘子,智利,63.5,纸箱
2015-01-23,进口桃,智利,30,纸箱
2015-01-23,进口蓝莓,秘鲁,47.5,纸箱
2014-01-23,木瓜,海南,6.25,泡沫箱
2014-01-23,青枣,福建,6.33,胶箱
2014-01-23,百香果,云南/广西,15.5,泡沫箱
2014-01-23,火龙果,广东/广西,5,胶框
2014-01-23,草莓,云南/辽宁/广东/安徽,38.33,胶箱
2014-01-23,圣女果,广西/山东,10,筐
2014-01-23,杨桃,广东,4,胶框
2014-01-23,芒果,海南,9.25,筐
2014-01-23,番石榴,广东,3.75,纸箱
2016-01-23,进口菠萝蜜,泰国,7.25,纸箱
2016-01-23,进口火龙果,越南,10.5,纸箱
2016-01-23,进口榴莲,越南/泰国,50.59,胶框
2016-01-23,进口龙眼,泰国,20.5,特级
2016-01-23,进口椰子,泰国,9,纸箱
2016-01-23,进口奇异果,希腊,20,纸箱
2016-01-23,进口苹果,法国/美国,15.79,纸箱
2016-01-23,进口橙,美国/埃及,20,纸箱
2016-01-23,进口提子,秘鲁,18.95,胶箱
2016-01-23,进口车厘子,智利,62,纸箱
2016-01-23,进口桃,智利,29.44,纸箱
2016-01-23,进口蓝莓,秘鲁,47.5,纸箱
2015-01-23,木瓜,海南,6.25,泡沫箱
2015-01-23,青枣,福建,6.33,胶箱
2015-01-23,百香果,云南/广西,15.5,泡沫箱
2015-01-23,火龙果,广东/广西,5.17,胶框
2015-01-23,草莓,云南/辽宁/广东/安徽,38.33,胶箱
2015-01-23,圣女果,广西/山东,10,筐
2015-01-23,杨桃,广东,4,胶框
2015-01-23,芒果,海南,9.25,筐
2011-01-23,进口苹果,法国,16.05,纸箱
2011-01-23,进口橙,美国,22.06,纸箱
2011-01-23,进口提子,秘鲁,19.47,胶箱
2011-01-23,进口车厘子,智利,69,纸箱
2011-01-23,进口桃,智利,27.22,纸箱
2011-01-23,进口蓝莓,秘鲁,47.5,纸箱
2010-01-23,木瓜,海南,5.71,泡沫箱
2010-01-23,青枣,福建,7.67,胶箱
2010-01-23,百香果,云南/广西,16,泡沫箱
2010-01-23,火龙果,广东/广西,4.87,胶框
2010-01-23,草莓,云南/辽宁/广东/安徽,35,胶箱
2010-01-23,圣女果,广西/山东,11,筐
2010-01-23,杨桃,广东,3,胶框
2010-01-23,芒果,海南,9,筐
2010-01-23,番石榴,广东,3.25,纸箱
2010-01-23,桔,广西,5.33,胶框
2010-01-23,柑,广西,5.3,胶框
2010-01-23,柚,广东,7.54,纸箱
2010-01-23,梨,山西,6.32,纸箱
2010-01-23,菠萝蜜,海南,6.1,个
2018-01-23,青枣,福建,7.5,胶箱
2018-01-23,百香果,云南/广西,13.88,泡沫箱
2018-01-23,火龙果,广东/广西,5,胶框
2018-01-23,草莓,云南/辽宁/广东/安徽,40.83,胶箱
2018-01-23,圣女果,广西/山东,11,筐
2018-01-23,杨桃,广东,3.8,胶框
2018-01-23,芒果,海南,9,筐
2018-01-23,番石榴,广东,3.5,纸箱
2018-01-23,桔,广西,4,胶框
2018-01-23,柑,广西,5.6,胶框
2018-01-23,梨,山西,8.16,纸箱
2018-01-23,菠萝,广东,4.43,胶框
2018-01-23,菠萝蜜,海南,8.5,个
2018-01-23,香蕉,广东,5.25,纸箱
2018-01-23,西瓜,云南/海南/广东,5.18,纸箱
2018-01-23,奇异果,陕西,11.7,纸箱
2018-01-23,柚,广东,7.69,纸箱
2018-01-23,苹果,陕西/新疆,10.69,胶箱
2018-01-23,香梨,新疆,15.83,纸箱
2018-01-23,柠檬,四川/广东,11,纸箱
2017-01-23,百香果,云南/广西,13.75,泡沫箱
2017-01-23,火龙果,广东/广西,5,胶框
2017-01-23,草莓,云南/辽宁/广东/安徽,39.17,胶箱
2017-01-23,圣女果,广西/山东,11,筐
2017-01-23,杨桃,广东,3.8,胶框
2017-01-23,芒果,海南,8.75,筐
2017-01-23,番石榴,广东,3.5,纸箱
2017-01-23,桔,广西,4,胶框
2017-01-23,柑,广西,5.6,胶框
2017-01-23,菠萝,广东,4.51,胶框
2017-01-23,梨,山西,8.16,纸箱
2017-01-23,菠萝蜜,海南,8,个
2017-01-23,香蕉,广东,5,纸箱
2017-01-23,西瓜,云南/海南/广东,4.86,纸箱
2017-01-23,奇异果,陕西,11,纸箱
2017-01-23,柚,广东,7.69,纸箱
2017-01-23,苹果,陕西/新疆,10.78,胶箱
2017-01-23,香梨,新疆,15.83,纸箱
2017-01-23,柠檬,四川/广东,11,纸箱
2017-01-23,橙,广西/江西/湖南/四川,9.11,胶箱
2018-01-23,橙,广西/江西/湖南/四川,9.33,胶箱
2018-01-23,提子,云南/四川/新疆,17.5,胶框
2018-01-23,哈密瓜,海南,5.79,纸箱
2018-01-23,进口红毛丹,越南,9.29,泡沫箱
2018-01-23,进口菠萝蜜,泰国,7.88,纸箱
2018-01-23,进口山竹,泰国/印尼,44.38,特级
2018-01-23,进口菠萝,菲律宾,9.5,纸箱
2018-01-23,进口火龙果,越南,11.85,纸箱
2018-01-23,进口榴莲,越南/泰国,51.47,胶框
2018-01-23,进口龙眼,泰国,22.25,特级
2018-01-23,进口椰子,泰国,8.67,纸箱
2018-01-23,进口奇异果,希腊,20,纸箱
2018-01-23,进口苹果,法国/美国,16.32,纸箱
2018-01-23,进口柠檬,美国,18.33,纸箱
2018-01-23,进口橙,美国/埃及,20.29,纸箱
2018-01-23,进口提子,秘鲁,20.53,胶箱
2018-01-23,进口车厘子,智利,67,纸箱
2018-01-23,进口桃,智利,29.44,纸箱
